课程编号,课程名,校区,老师,分类,类型,开课学院,学分
B1C123110,二外德语（3）(其他语言),学院路校区,梁 亮,语言类,必修,外国语学院,2.0
B1C123120,二外法语（3）(其他语言),学院路校区,杨 榕,语言类,必修,外国语学院,2.0
B1C123130,二外日语（3）(其他语言),学院路校区,吴向红,语言类,必修,外国语学院,2.0
